ndMailleX;582
ndMailleY;800
Xmin;933225
Ymin;2289875
Pdm;25

IndiceMailleY;IndiceMailleX;Station1;PPC1;Station2;PPC2;Station3;PPC3;Station4;PPC4;...;
26;466;1;0
56;460;1;0
88;481;1;0
95;470;1;0
136;252;1;0
143;218;1;0
143;475;1;0
147;261;1;0
149;233;1;0
150;467;1;0
152;534;1;0
153;457;1;0
154;249;1;0
156;315;1;0
157;485;1;0
165;318;1;0
168;259;1;0
171;199;1;0
171;258;1;0
179;250;1;0
179;309;1;0
180;235;1;0
183;283;1;0
191;185;1;0
192;185;1;0
192;282;1;0
195;455;1;0
198;435;1;0
198;447;1;0
200;443;1;0
203;442;1;0
211;484;1;0
219;242;0;0
229;494;1;0
237;448;1;0
241;523;1;0
242;275;1;0
247;247;1;0
248;276;1;0
257;276;1;0
258;257;1;0
264;256;1;0
270;513;1;0
271;479;1;0
273;254;1;0
274;385;0;0
275;299;1;0
276;325;1;0
278;297;1;0
280;217;1;0
280;260;1;0
281;323;1;0
283;277;1;0
286;226;1;0
290;252;1;0
290;300;1;0
292;328;1;0
293;257;1;0
297;286;1;0
297;289;1;0
298;275;1;0
298;380;0;0
299;246;1;0
301;264;1;0
301;346;1;0
301;362;1;0
301;363;1;0
304;263;1;0
304;356;1;0
304;554;1;0
307;224;1;0
307;263;1;0
307;293;1;0
308;278;1;0
308;367;1;0
312;264;1;0
313;281;1;0
314;283;1;0
321;264;1;0
323;235;1;0
324;226;1;0
328;321;1;0
329;222;1;0
330;267;1;0
330;424;0;0
334;260;1;0
334;330;1;0
335;263;1;0
336;259;1;0
340;260;1;0
341;273;1;0
342;275;1;0
343;259;1;0
344;263;1;0
345;256;1;0
345;260;1;0
345;269;1;0
346;262;1;0
347;267;1;0
347;279;1;0
348;258;1;0
348;279;1;0
349;267;1;0
350;279;1;0
351;141;0;0
355;256;1;0
356;264;1;0
358;257;1;0
358;258;1;0
359;165;1;0
359;256;1;0
361;284;1;0
361;285;1;0
361;287;1;0
361;396;0;0
362;326;1;0
365;264;1;0
365;292;1;0
366;294;1;0
368;326;0;0
369;325;0;0
370;150;1;0
370;295;1;0
371;265;1;0
371;272;1;0
371;273;1;0
371;348;0;0
372;270;1;0
372;304;1;0
372;314;1;0
373;302;1;0
374;166;1;0
374;260;1;0
374;267;1;0
374;271;1;0
374;312;1;0
374;319;1;0
375;275;1;0
375;303;1;0
377;166;1;0
377;267;1;0
377;269;1;0
380;273;1;0
381;431;1;0
382;271;1;0
385;222;0;0
386;143;1;0
386;233;0;0
387;257;1;0
388;256;1;0
389;256;1;0
392;271;1;0
396;168;1;0
398;397;1;0
400;178;1;0
402;255;1;0
402;459;1;0
403;157;1;0
403;178;1;0
405;137;1;0
405;160;1;0
405;201;1;0
405;206;1;0
405;419;1;0
407;421;1;0
408;262;1;0
408;437;1;0
409;169;1;0
410;215;1;0
410;254;1;0
411;257;1;0
411;260;1;0
413;277;1;0
413;284;1;0
414;172;1;0
414;433;1;0
415;174;1;0
415;265;1;0
417;265;1;0
418;207;1;0
418;282;1;0
418;475;1;0
419;278;1;0
420;169;1;0
421;292;1;0
421;408;1;0
422;144;1;0
422;171;1;0
422;237;1;0
422;278;1;0
423;261;1;0
423;270;1;0
423;281;1;0
423;293;1;0
425;133;1;0
425;143;1;0
425;159;1;0
425;174;1;0
426;208;1;0
426;276;1;0
426;295;1;0
427;393;1;0
